# Title: Stellar Rotation Periods of the Kepler Objects of Interest: A Dearth of Close-in Planets around Fast Rotators
# Authors: A. McQuillan, T. Mazeh and S. Aigrain
#
# Table 1. Stellar rotation periods for the KOIs.
#
# koi_id - KOI number
# keplerid - KIC number
# teff - KIC effective temperature (K)
# logg - KIC surface gravity (dex)
# R_pl - Planet Radius (R_earth) from the NASA Exoplanet Archive (NEA)
# P_orb - Planet orbital period (days) from the NASA Exoplanet Archive (NEA)
# P_rot - Stellar rotation period (days)
# P_rot_err - Uncertainty on P_rot
# R_var - amplitude of periodic variablity (mmags)
# Flag - N - KIC values missing so NEA values used; G - likely giant;  E - published EB; 
# ... B - published blend; T - likely eclipsing binary identified in this work; 
# ... C - centroid motion shows transit and rotation modulation on different stars.
#
#
koi_id,keplerid,teff,logg,R_pl,P_orb,P_rot,P_rot_err,R_var,Flag
938,9415172,5342,4.58,1.280,1.046,nan,nan,nan,-
939,9466668,5649,4.57,1.110,1.620,nan,nan,nan,-
940,9479273,5284,4.63,3.500,6.105,nan,nan,nan,-
945,9605514,6059,4.59,2.550,25.847,nan,nan,nan,-
948,9761882,5298,4.95,2.400,24.587,nan,nan,nan,-
949,9766437,5733,4.70,3.100,12.533,nan,nan,nan,-
953,9820483,5491,4.58,4.500,3.584,nan,nan,nan,-
954,9823457,5677,4.64,2.900,8.115,nan,nan,nan,-
955,9825625,6121,4.51,2.800,7.039,nan,nan,nan,-
961,8561063,4188,4.56,3.190,0.453,nan,nan,nan,N
972,11013201,7500,4.00,1.730,7.823,nan,nan,nan,-
976,3441784,7822,4.28,89.000,52.569,nan,nan,nan,N
977,11192141,4250,2.00,63.500,1.354,nan,nan,nan,G
981,8607720,5064,3.36,3.070,3.998,nan,nan,nan,G
991,10154388,5681,4.07,2.700,12.062,nan,nan,nan,-
992,1432789,5648,4.65,1.850,9.932,nan,nan,nan,-
993,1718189,5616,4.79,1.300,13.061,nan,nan,nan,-
994,1431122,5398,4.46,1.280,4.299,nan,nan,nan,-
998,1432214,5814,4.60,28.000,161.788,nan,nan,nan,-
1001,1871056,5956,3.81,4.800,40.807,nan,nan,nan,-
1002,1865042,5112,4.82,1.360,3.482,nan,nan,nan,-
1005,5780460,4975,4.46,4.800,35.618,nan,nan,nan,-
1007,1725016,5665,4.47,2.130,7.408,nan,nan,nan,-
1013,6047498,5359,4.88,2.600,0.519,nan,nan,nan,-
1014,8125580,4630,4.60,2.710,17.317,nan,nan,nan,-
1015,8158127,6243,4.47,1.310,4.089,nan,nan,nan,-
1017,8174625,5350,4.41,3.400,17.445,nan,nan,nan,-
1019,8179973,4788,4.09,2.060,2.497,nan,nan,nan,-
1020,2309719,5786,4.13,59.000,54.356,nan,nan,nan,-
1022,2716853,5469,4.54,2.600,18.827,nan,nan,nan,-
1029,2164169,5739,4.48,3.000,32.312,nan,nan,nan,-
1030,2574338,6205,4.72,2.360,9.230,nan,nan,nan,-
1031,2584163,5688,4.46,2.040,14.559,nan,nan,nan,-
1032,2162635,4787,3.57,25.400,650.000,nan,nan,nan,G
1051,6131236,5825,4.69,2.310,6.797,nan,nan,nan,-
1052,5956342,6066,4.51,1.620,6.846,nan,nan,nan,-
1054,6032981,5118,4.39,18.500,3.323,nan,nan,nan,-
1059,6060203,5364,4.76,1.040,1.023,nan,nan,nan,-
1060,5880320,6400,4.50,1.430,4.758,nan,nan,nan,-
1061,6037187,5720,4.45,2.400,41.813,nan,nan,nan,-
1067,8246781,5955,4.44,37.000,185.023,nan,nan,nan,-
1069,8222813,5221,4.31,2.360,2.467,nan,nan,nan,-
1070,8240904,5634,4.44,2.450,6.618,nan,nan,nan,-
1072,8229696,5876,4.41,2.600,10.128,nan,nan,nan,-
1081,10149023,5909,4.73,2.200,9.955,nan,nan,nan,-
1082,10141900,5087,4.63,1.020,1.200,nan,nan,nan,-
1083,10157458,5575,4.58,1.800,7.337,nan,nan,nan,-
1086,10122255,5791,4.40,2.270,27.666,nan,nan,nan,-
1089,3247268,5915,4.42,5.300,12.218,nan,nan,nan,-
1094,2721030,5704,4.62,2.900,6.100,nan,nan,nan,-
1095,3329204,5470,4.60,8.500,51.598,nan,nan,nan,-
1096,3230491,5369,4.76,10.300,414.000,nan,nan,nan,-
1099,2853093,5665,4.95,6.100,161.527,nan,nan,nan,-
1101,3245969,4825,4.79,0.930,2.848,nan,nan,nan,-
1103,2860866,6288,4.50,5.800,90.139,nan,nan,nan,-
1106,3240158,5954,4.56,2.500,7.426,nan,nan,nan,-
1108,3218908,5350,4.73,1.010,1.475,nan,nan,nan,-
1109,3235672,4977,4.45,0.900,6.721,nan,nan,nan,-
1110,2837111,5689,4.51,1.620,8.735,nan,nan,nan,-
1112,3109930,5835,4.45,2.140,37.811,nan,nan,nan,-
1113,2854914,6132,4.39,2.900,25.934,nan,nan,nan,-
1115,3116412,5487,4.23,2.130,12.992,nan,nan,nan,-
1116,2849805,5776,4.49,1.570,3.749,nan,nan,nan,-
1117,3114811,6270,4.54,2.200,11.089,nan,nan,nan,-
1118,2853446,6054,4.34,2.700,7.373,nan,nan,nan,-
1127,6359320,5602,4.56,1.380,2.837,nan,nan,nan,-
1128,6362874,5281,4.76,1.410,0.975,nan,nan,nan,-
1129,6272413,4904,4.33,1.500,4.897,nan,nan,nan,-
1142,8288947,5141,4.69,1.700,3.756,nan,nan,nan,-
1148,8410727,6158,4.28,1.870,11.476,nan,nan,nan,-
1149,8349405,5195,4.57,1.100,7.169,nan,nan,nan,-
1151,8280511,5431,4.44,1.210,5.218,nan,nan,nan,-
1159,10354039,4886,4.48,4.200,64.616,nan,nan,nan,-
1161,10426656,5109,4.36,1.300,2.971,nan,nan,nan,-
1162,10528068,5833,4.28,4.400,158.692,nan,nan,nan,-
1163,10468940,5419,4.50,1.790,2.936,nan,nan,nan,-
1165,10337517,5549,4.27,1.050,4.293,nan,nan,nan,-
1166,10351231,5833,4.54,2.500,7.675,nan,nan,nan,-
1168,10460629,6209,4.23,3.800,432.129,nan,nan,nan,-
1169,10319385,5693,4.59,1.490,0.689,nan,nan,nan,-
1170,10482160,5558,4.94,2.100,7.344,nan,nan,nan,-
1174,10287723,4305,4.35,2.370,330.000,nan,nan,nan,-
1175,10350571,5394,4.59,1.650,17.000,nan,nan,nan,-
1191,3859628,5739,4.64,3.000,8.172,nan,nan,nan,-
1192,3644071,5399,4.35,36.000,201292.000,nan,nan,nan,-
1193,3942446,5486,4.37,10.200,119.063,nan,nan,nan,-
1198,3447722,6297,4.71,1.450,1.009,nan,nan,nan,-
1203,3962243,5812,4.55,2.400,14.128,nan,nan,nan,-
1204,3438507,6084,4.53,2.030,8.398,nan,nan,nan,-
1205,3869014,5951,4.50,2.250,8.638,nan,nan,nan,-
1206,3756801,5578,4.12,6.200,1548.000,nan,nan,nan,-
1207,3732821,5058,4.47,2.600,13.735,nan,nan,nan,-
1208,3962440,6293,4.43,6.600,288.882,nan,nan,nan,-
1209,3534076,5316,4.79,7.600,272.070,nan,nan,nan,-
1210,3962357,6156,4.74,2.140,14.554,nan,nan,nan,-
1212,3749134,5702,4.45,1.690,11.301,nan,nan,nan,-
1214,3660924,5538,4.35,1.380,4.241,nan,nan,nan,-
1215,3939150,6306,4.24,2.920,17.324,nan,nan,nan,-
1216,3839488,5842,4.33,1.790,11.131,nan,nan,nan,-
1218,3442055,5617,4.38,2.270,29.620,nan,nan,nan,-
1219,3440861,4972,4.44,0.620,3.504,nan,nan,nan,-
1220,4043190,4874,4.49,1.950,6.401,nan,nan,nan,-
1221,3640905,4972,3.39,2.940,30.160,nan,nan,nan,G
1222,4060815,4722,4.56,1.970,4.286,nan,nan,nan,-
1226,6621116,5045,4.47,34.000,137.760,nan,nan,nan,-
1230,6470149,4864,3.02,37.100,165.721,nan,nan,nan,G
1236,6677841,6562,4.46,2.600,12.310,nan,nan,nan,-
1238,6383821,5408,4.52,1.900,27.073,nan,nan,nan,-
1239,6607286,5849,4.60,1.390,0.783,nan,nan,nan,-
1240,6690082,5543,4.55,1.400,2.140,nan,nan,nan,-
1241,6448890,4857,3.23,3.840,10.503,nan,nan,nan,G
1242,6607447,6234,4.50,52.000,99.644,nan,nan,nan,-
1245,6693640,6119,4.52,2.070,13.720,nan,nan,nan,-
1246,6441738,6032,4.43,2.580,19.037,nan,nan,nan,-
1257,8751933,5142,4.29,7.100,86.648,nan,nan,nan,-
1258,8630788,5517,4.72,2.200,14.646,nan,nan,nan,-
1261,8678594,5760,4.55,2.020,15.195,nan,nan,nan,-
1264,8612847,5418,4.62,3.200,14.132,nan,nan,nan,-
1268,8813698,6064,4.43,12.000,268.942,nan,nan,nan,-
1271,8631160,6374,4.23,10.500,161.859,nan,nan,nan,-
1273,8806072,5468,4.60,3.500,40.055,nan,nan,nan,-
1274,8800954,5141,4.58,4.730,362.000,nan,nan,nan,-
1275,8583696,5427,4.43,3.200,50.286,nan,nan,nan,-
1276,8804283,5440,4.85,1.230,13.261,nan,nan,nan,-
1278,8609450,5876,4.58,1.290,9.221,nan,nan,nan,-
1279,8628758,5582,4.81,0.880,9.652,nan,nan,nan,-
1281,8742590,5546,4.62,2.000,49.478,nan,nan,nan,-
1282,8822366,6060,4.25,3.000,30.864,nan,nan,nan,-
1283,8700771,5671,3.98,1.460,8.092,nan,nan,nan,N
1288,10790387,6130,4.42,10.870,117.931,nan,nan,nan,-
1299,10864656,4950,3.46,9.600,52.501,nan,nan,nan,G
1301,10538176,5414,4.81,2.540,12.699,nan,nan,nan,-
1303,10867062,5239,4.22,4.280,34.298,nan,nan,nan,-
1304,10744335,5733,4.65,1.550,4.597,nan,nan,nan,-
1306,10858691,5714,4.52,1.330,1.800,nan,nan,nan,-
1307,10973814,5559,4.40,2.600,20.342,nan,nan,nan,-
1308,10586208,5709,4.50,2.160,23.585,nan,nan,nan,-
1309,10854768,6869,4.27,2.800,10.117,nan,nan,nan,-
1310,10964440,5800,4.52,2.200,19.130,nan,nan,nan,-
1311,10713616,5920,4.20,4.200,83.578,nan,nan,nan,-
1312,10963242,6157,4.64,1.680,6.147,nan,nan,nan,-
1314,10585852,5033,3.70,3.470,8.575,nan,nan,nan,G
1315,10928043,6160,4.32,1.470,6.846,nan,nan,nan,-
1316,10794087,5721,4.00,1.470,7.650,nan,nan,nan,N
1323,4076098,5666,4.69,6.400,3.990,nan,nan,nan,-
1325,4282872,5589,4.83,4.600,10.035,nan,nan,nan,-
1328,4074736,5425,4.70,5.800,80.967,nan,nan,nan,-
1332,4455231,5661,4.35,1.650,6.097,nan,nan,nan,-
1335,4155328,5970,4.03,8.600,127.833,nan,nan,nan,-
1336,4077526,5843,4.38,1.700,4.458,nan,nan,nan,-
1338,4466677,5597,4.43,1.490,3.223,nan,nan,nan,-
1339,4135665,5533,4.34,1.650,4.168,nan,nan,nan,-
1341,4650674,5933,4.40,1.650,4.514,nan,nan,nan,-
1342,4275721,5972,4.41,2.140,8.182,nan,nan,nan,-
1344,4136466,5731,4.57,1.100,4.488,nan,nan,nan,-
1347,7037540,5347,4.48,14.760,14.406,nan,nan,nan,N
1355,7211141,5529,4.97,5.200,51.930,nan,nan,nan,-
1356,7363829,5679,4.42,9.100,384.026,nan,nan,nan,-
1357,6719086,5015,4.44,2.830,3.014,nan,nan,nan,-
1359,6946199,5720,4.53,3.500,37.101,nan,nan,nan,-
1360,7102227,4953,4.66,0.780,0.764,nan,nan,nan,-
1362,6837146,5106,4.61,2.700,20.513,nan,nan,nan,-
1363,6936909,5702,4.64,2.070,3.547,nan,nan,nan,-
1364,6962977,5311,4.47,1.540,2.581,nan,nan,nan,-
1369,7287415,5778,4.47,1.500,3.016,nan,nan,nan,-
1370,6924203,5489,4.67,1.870,6.884,nan,nan,nan,-
1372,6880531,5760,4.55,2.200,69.627,nan,nan,nan,-
1375,6766634,6169,4.36,6.780,321.214,nan,nan,nan,N
1377,7211469,6027,4.41,1.820,11.297,nan,nan,nan,-
1378,7375795,5234,4.48,1.200,19.301,nan,nan,nan,N
1379,7211221,5635,4.83,1.150,5.622,nan,nan,nan,-
1385,9278553,5848,4.76,64.000,18.610,nan,nan,nan,-
1387,8949247,5696,4.47,47.000,23.800,nan,nan,nan,-
1393,9202151,3872,4.69,2.300,1.695,nan,nan,nan,-
1395,8935810,5279,4.83,3.200,6.230,nan,nan,nan,-
1398,9269281,5542,4.53,3.300,5.823,nan,nan,nan,-
1402,9034103,5738,4.74,2.250,7.140,nan,nan,nan,-
1405,9264949,6009,4.61,2.370,11.419,nan,nan,nan,-
1406,9271752,6027,4.49,2.900,11.361,nan,nan,nan,-
1407,9007866,5487,4.81,0.780,1.387,nan,nan,nan,-
1409,9391208,5593,4.38,3.800,16.561,nan,nan,nan,-
1410,9391506,5929,4.54,2.530,15.750,nan,nan,nan,-
1412,8950853,5997,4.40,2.510,37.813,nan,nan,nan,-
1413,9006449,5394,4.44,1.530,12.645,nan,nan,nan,-
1421,11342550,5658,4.45,9.400,485.000,nan,nan,nan,-
1423,11177707,5288,4.77,5.200,124.419,nan,nan,nan,-
1424,11611600,4667,4.72,1.470,1.220,nan,nan,nan,-
1426,11122894,5854,4.43,3.200,38.873,nan,nan,nan,-
1427,11129738,3979,4.74,1.370,2.613,nan,nan,nan,-
1428,11401182,4757,4.51,1.460,0.928,nan,nan,nan,-
1429,11030711,5595,4.58,4.800,205.917,nan,nan,nan,-
1430,11176127,4502,4.60,2.240,10.475,nan,nan,nan,-
1431,11075279,5433,4.49,8.450,345.161,nan,nan,nan,-
1432,11014932,5675,4.65,1.190,2.927,nan,nan,nan,-
1433,11288505,5560,4.83,2.200,19.808,nan,nan,nan,-
1434,11493431,4731,4.47,1.010,2.343,nan,nan,nan,-
1435,11037335,5744,4.70,2.150,10.446,nan,nan,nan,-
1437,11599038,5791,4.46,1.790,7.018,nan,nan,nan,-
1438,11193263,5596,4.43,1.400,6.911,nan,nan,nan,-
1440,11032227,5970,4.68,1.630,7.193,nan,nan,nan,-
1441,11356260,5575,4.42,1.690,8.507,nan,nan,nan,-
1442,11600889,5469,4.24,1.230,0.669,nan,nan,nan,-
1444,11043167,6101,4.25,3.500,44.931,nan,nan,nan,-
1452,7449844,6834,4.10,23.000,1.152,nan,nan,nan,E
1457,9643874,5364,4.62,7.400,8.028,nan,nan,nan,-
1458,12120943,5751,4.86,4.200,8.981,nan,nan,nan,-
1463,7672940,6020,4.38,16.290,580.000,nan,nan,nan,N
1466,9512981,4768,4.45,9.300,281.563,nan,nan,nan,-
1470,9480310,5645,4.65,3.500,15.434,nan,nan,nan,-
1472,7761545,5455,4.92,6.100,85.352,nan,nan,nan,-
1473,7499398,5396,4.54,7.000,23.020,nan,nan,nan,-
1478,12403119,5441,4.73,5.260,76.134,nan,nan,nan,-
1484,11760959,4753,4.56,2.080,3.470,nan,nan,nan,-
1486,7898352,5688,4.62,2.800,30.184,nan,nan,nan,-
1488,9589323,4984,4.51,2.100,3.950,nan,nan,nan,-
1494,11821363,4559,4.54,2.300,8.196,nan,nan,nan,-
1495,7629518,5661,4.50,2.800,15.595,nan,nan,nan,-
1496,4828341,5667,4.49,11.100,36.128,nan,nan,nan,-
1498,9636135,5941,4.67,1.350,2.421,nan,nan,nan,-
1499,7841925,5264,4.38,0.660,0.841,nan,nan,nan,-
1501,7439316,4659,4.51,1.400,2.617,nan,nan,nan,-
1503,12400538,5356,4.90,3.970,150.241,nan,nan,nan,-
1505,9813499,5701,4.54,2.220,5.033,nan,nan,nan,-
1506,12254792,5582,4.62,3.100,40.428,nan,nan,nan,-
1507,12020218,5881,4.54,2.800,21.359,nan,nan,nan,-
1508,7690844,5695,4.93,3.010,22.046,nan,nan,nan,-
1510,11870545,4772,4.79,1.470,0.840,nan,nan,nan,-
1511,7901948,5520,4.61,1.740,2.579,nan,nan,nan,-
1516,12418724,6092,4.56,3.000,20.553,nan,nan,nan,-
1517,7456001,5815,4.42,3.200,40.068,nan,nan,nan,-
1518,7549209,5563,4.57,2.000,27.507,nan,nan,nan,-
1519,7663405,4994,4.68,1.460,5.144,nan,nan,nan,-
1520,9765975,5235,4.51,1.900,18.458,nan,nan,nan,-
1522,12266636,5609,4.41,2.320,33.385,nan,nan,nan,-
1525,7869917,6680,4.24,2.400,7.715,nan,nan,nan,-
1526,9824805,6011,4.68,1.420,4.444,nan,nan,nan,-
1527,7768451,5470,4.24,4.200,192.675,nan,nan,nan,-
1528,7691260,5087,4.95,0.950,3.990,nan,nan,nan,-
1529,9821454,6074,4.53,1.230,11.868,nan,nan,nan,-
1530,11954842,5973,4.41,1.890,12.985,nan,nan,nan,-
1532,11656246,6225,4.30,2.150,18.114,nan,nan,nan,-
1533,7808587,6122,4.43,1.660,6.242,nan,nan,nan,-
1534,4741126,6193,4.42,0.950,7.639,nan,nan,nan,-
1535,11669125,5924,4.33,2.220,70.698,nan,nan,nan,-
1536,12159249,5848,4.41,1.280,3.744,nan,nan,nan,-
1549,8053552,5401,4.36,74.000,29.481,nan,nan,nan,-
1553,7951018,5942,4.51,7.400,52.759,nan,nan,nan,-
1561,4940438,5659,4.48,26.000,9.086,nan,nan,nan,-
1563,5219234,4918,4.51,2.160,3.205,nan,nan,nan,-
1564,5184584,5709,4.92,5.100,53.450,nan,nan,nan,-
1567,5438099,5027,4.52,2.010,4.646,nan,nan,nan,-
1569,8009350,4639,4.61,2.880,13.752,nan,nan,nan,-
1570,8082001,5863,4.54,2.850,6.339,nan,nan,nan,-
1572,10004519,5920,4.59,2.460,9.803,nan,nan,nan,-
1573,5031857,5838,4.57,1.620,7.137,nan,nan,nan,-
1574,10028792,5537,4.58,0.780,5.833,nan,nan,nan,-
1577,12506770,4165,4.61,1.460,2.806,nan,nan,nan,-
1581,7939330,5301,4.57,2.300,29.539,nan,nan,nan,-
1582,4918309,5384,4.80,7.000,186.399,nan,nan,nan,-
1583,12602568,5619,4.62,2.170,8.047,nan,nan,nan,-
1585,5470739,5514,4.66,2.400,19.179,nan,nan,nan,-
1586,10022908,4692,4.70,1.550,6.991,nan,nan,nan,-
1587,9932970,5007,4.54,18.000,52.971,nan,nan,nan,-
1591,10028140,5130,4.97,3.010,19.657,nan,nan,nan,-
1593,5289854,5676,4.54,2.200,9.690,nan,nan,nan,-
1595,10006581,5669,4.51,3.000,40.110,nan,nan,nan,-
1596,10027323,4656,4.39,1.340,5.924,nan,nan,nan,-
1597,5039228,6443,4.28,2.680,7.797,nan,nan,nan,N
1598,10004738,5565,4.52,1.470,13.931,nan,nan,nan,-
1599,5474613,5627,4.48,2.100,20.417,nan,nan,nan,-
1601,5438757,5502,4.60,1.590,10.351,nan,nan,nan,-
1602,4860678,5596,4.58,1.720,9.977,nan,nan,nan,-
1603,5177104,5995,4.67,1.660,3.022,nan,nan,nan,-
1606,9886661,5377,4.57,1.600,5.083,nan,nan,nan,-
1608,10055126,6030,4.38,1.850,9.176,nan,nan,nan,-
1609,5009743,6063,4.45,2.400,41.698,nan,nan,nan,-
1613,6268648,5945,4.41,1.060,15.866,nan,nan,nan,N
1622,7287683,7507,4.06,3.600,69.837,nan,nan,nan,-
1626,6387542,5439,4.53,2.050,2.535,nan,nan,nan,-
1629,8685497,5779,4.37,1.490,4.410,nan,nan,nan,-
1630,9017682,5509,4.58,1.700,11.305,nan,nan,nan,-
1632,9277896,6209,4.30,1.360,4.595,nan,nan,nan,-
1633,9401997,5220,4.65,1.710,32.299,nan,nan,nan,-
1639,10749128,6044,4.45,1.360,9.982,nan,nan,nan,-
1641,10879038,5798,4.51,1.360,4.854,nan,nan,nan,-
1643,10990917,5853,4.42,2.060,11.046,nan,nan,nan,-
1647,11153121,5576,4.36,1.090,6.331,nan,nan,nan,-
1648,11177543,5266,4.66,1.410,38.325,nan,nan,nan,-
1650,11337372,5426,4.58,2.510,6.532,nan,nan,nan,-
1651,11337833,5774,4.60,2.700,51.300,nan,nan,nan,-
1655,11547505,5668,4.44,1.530,0.938,nan,nan,nan,-
1656,4471747,5826,4.42,2.200,51.390,nan,nan,nan,-
1659,4650733,6350,4.50,2.700,29.538,nan,nan,nan,-
1660,4830605,5729,4.96,1.980,35.638,nan,nan,nan,-
1662,4844004,5262,4.84,1.630,0.784,nan,nan,nan,-
1665,4932442,5925,4.69,0.960,5.915,nan,nan,nan,-
1669,5183357,6099,4.45,2.230,61.039,nan,nan,nan,-
1672,5269467,4394,4.55,1.890,33.867,nan,nan,nan,-
1677,5526717,5513,4.95,0.810,8.512,nan,nan,nan,-
1685,6049190,6211,4.46,3.600,70.465,nan,nan,nan,-
1686,6149553,3414,4.95,1.330,56.867,nan,nan,nan,-
1688,6310636,5513,4.50,1.120,0.921,nan,nan,nan,-
1693,6696462,5384,4.54,2.300,3.404,nan,nan,nan,-
1700,7220429,4858,4.22,3.700,8.038,nan,nan,nan,-
1705,7522911,6011,4.55,2.800,20.499,nan,nan,nan,-
1706,7626370,5067,4.22,1.320,1.921,nan,nan,nan,-
1707,7703955,5501,4.50,3.400,96.101,nan,nan,nan,-
1708,7750419,5671,4.61,2.200,32.774,nan,nan,nan,-
1710,7815744,5169,4.88,1.720,14.204,nan,nan,nan,-
1713,8230616,4105,4.55,1.320,2.241,nan,nan,nan,-
1715,9836959,6061,4.16,1.880,105.013,nan,nan,nan,-
1717,9895006,5382,4.31,1.560,10.562,nan,nan,nan,-
1718,9896558,5892,4.36,3.800,67.667,nan,nan,nan,-
1720,10015937,5189,4.85,2.600,59.663,nan,nan,nan,-
1722,10080248,5582,4.56,1.770,14.877,nan,nan,nan,-
1723,10213902,5891,4.87,3.500,59.622,nan,nan,nan,-
1724,10214162,5753,4.46,3.400,17.425,nan,nan,nan,-
1726,8242434,4665,4.18,1.840,44.964,nan,nan,nan,-
1727,6185331,5578,4.79,5.800,49.770,nan,nan,nan,-
1733,8396405,5101,4.66,2.300,19.181,nan,nan,nan,-
1736,6604328,5831,4.87,2.480,31.003,nan,nan,nan,-
1739,7199906,5677,4.63,2.100,220.657,nan,nan,nan,-
1746,8197343,5694,4.70,1.860,11.792,nan,nan,nan,-
1749,6786348,5532,4.88,2.100,26.964,nan,nan,nan,-
1750,6209677,5589,4.47,1.300,7.769,nan,nan,nan,-
1754,8651389,5705,4.47,2.540,15.136,nan,nan,nan,N
1761,4067336,6146,4.61,9.100,10.127,nan,nan,nan,-
1762,5387843,5726,4.52,2.230,0.871,nan,nan,nan,-
1773,10153011,5144,4.47,44.000,83.097,nan,nan,nan,-
1783,10005758,6015,4.69,8.500,134.480,nan,nan,nan,-
1787,5864975,5605,4.97,8.000,98.719,nan,nan,nan,-
1790,6504954,5700,4.47,6.700,130.351,nan,nan,nan,-
1793,5731623,5876,4.50,32.000,3.262,nan,nan,nan,-
1814,5621125,6830,4.32,4.400,14.800,nan,nan,nan,-
1816,8624520,5083,4.51,5.700,10.241,nan,nan,nan,-
1824,2989404,5978,4.21,1.810,1.678,nan,nan,nan,-
1826,6468138,5726,4.75,2.590,134.252,nan,nan,nan,-
1828,11875734,5415,4.25,4.700,99.747,nan,nan,nan,-
1831,11601584,5167,4.66,1.040,4.385,nan,nan,nan,-
1850,8826168,5697,4.92,2.150,11.551,nan,nan,nan,-
1852,9763348,5939,4.41,2.430,15.774,nan,nan,nan,N
1853,8804397,5988,4.60,2.120,60.086,nan,nan,nan,-
1862,7286173,5535,4.55,2.300,56.435,nan,nan,nan,-
1864,4149450,5544,3.84,2.730,3.215,nan,nan,nan,-
1872,9883311,5314,4.73,6.900,30.523,nan,nan,nan,-
1873,4939346,5914,4.73,5.400,71.310,nan,nan,nan,-
1874,8978528,4160,4.48,1.620,7.416,nan,nan,nan,-
1876,11622600,4230,4.39,2.730,82.532,nan,nan,nan,-
1878,3098810,6041,4.36,3.200,40.810,nan,nan,nan,-
1882,6205228,5814,4.66,1.830,3.771,nan,nan,nan,-
1885,11413812,5738,4.54,1.970,5.654,nan,nan,nan,-
1888,10063802,6530,4.26,4.300,120.019,nan,nan,nan,-
1891,8680979,4970,4.74,1.260,8.260,nan,nan,nan,-
1893,8689793,5827,4.59,1.500,3.555,nan,nan,nan,-
1894,11673802,4815,2.87,17.100,5.288,nan,nan,nan,G
1897,5695524,5947,4.38,2.700,59.770,nan,nan,nan,-
1898,7668663,5795,4.42,1.560,6.498,nan,nan,nan,-
1899,7047922,5595,4.33,2.600,19.762,nan,nan,nan,-
1901,3629967,5868,4.60,2.070,85.654,nan,nan,nan,-
1902,5809954,3818,4.50,20.000,137.865,nan,nan,nan,-
1906,11773328,5216,4.60,15.000,8.710,nan,nan,nan,-
1915,9101496,5744,4.67,1.590,6.562,nan,nan,nan,-
1917,10074466,6111,4.48,2.700,35.012,nan,nan,nan,-
1921,7755636,6523,4.28,3.000,16.005,nan,nan,nan,-
1922,9411166,5778,4.71,1.940,1.955,nan,nan,nan,-
1924,5108214,5663,3.86,1.350,2.119,nan,nan,nan,-
1925,9955598,5333,3.71,1.120,68.958,nan,nan,nan,G
1928,5770074,5797,4.47,2.800,63.038,nan,nan,nan,-
1929,10136549,5649,4.12,1.430,3.293,nan,nan,nan,-
1930,5511081,5928,4.06,1.360,9.341,nan,nan,nan,-
1932,5202905,8006,3.85,5.200,22.825,nan,nan,nan,-
1933,9072190,5566,4.64,2.600,49.101,nan,nan,nan,-
1935,5396122,5658,4.73,10.800,15.444,nan,nan,nan,-
1938,9651234,5071,4.66,2.300,96.915,nan,nan,nan,-
1945,11656918,5365,4.55,1.600,17.119,nan,nan,nan,-
1946,10844890,5540,4.47,2.320,8.295,nan,nan,nan,-
1950,3118797,5186,4.67,3.300,66.416,nan,nan,nan,-
1952,7747425,5737,4.44,1.250,5.196,nan,nan,nan,-
1955,9892816,6282,4.71,2.060,15.170,nan,nan,nan,-
1960,6949061,5976,4.41,1.600,8.969,nan,nan,nan,-
1962,5513648,5923,4.20,2.370,32.858,nan,nan,nan,N
1965,11657891,5465,4.73,1.490,2.515,nan,nan,nan,-
1967,6205897,4759,4.43,1.450,4.418,nan,nan,nan,-
1968,7948784,6082,4.64,3.600,10.088,nan,nan,nan,-
1970,9650808,5525,4.44,3.000,21.964,nan,nan,nan,-
1974,7289577,5329,4.66,2.900,109.444,nan,nan,nan,-
1975,8543100,5608,4.57,2.310,7.560,nan,nan,nan,-
1976,2693736,5121,4.57,2.100,12.124,nan,nan,nan,-
1984,10094670,5972,4.54,1.980,22.064,nan,nan,nan,-
1986,8257205,5115,4.11,7.500,148.457,nan,nan,nan,-
1990,11614617,5865,4.78,2.390,24.757,nan,nan,nan,-
1992,11450414,5817,4.59,1.690,12.800,nan,nan,nan,-
1997,10384798,5701,4.50,2.500,38.505,nan,nan,nan,-
2004,12154526,5544,4.47,2.170,56.189,nan,nan,nan,-
2009,2449431,5591,4.46,2.200,86.749,nan,nan,nan,-
2010,5631630,6527,4.30,2.500,25.963,nan,nan,nan,-
2014,6707908,5451,4.53,2.400,2.466,nan,nan,nan,-
2016,8492026,5866,4.55,1.500,4.306,nan,nan,nan,-
2018,9973109,5448,4.36,2.500,27.495,nan,nan,nan,-
2020,9349482,4350,4.47,2.600,110.966,nan,nan,nan,-
2024,4544907,5570,4.38,2.300,46.879,nan,nan,nan,-
2028,7102316,5424,4.54,2.700,37.053,nan,nan,nan,-
2032,2985767,5425,4.51,1.260,14.080,nan,nan,nan,-
2033,2304320,4957,4.66,1.510,16.541,nan,nan,nan,-
2040,10480915,5741,4.51,2.200,19.586,nan,nan,nan,-
2043,3448130,5764,4.52,2.400,78.546,nan,nan,nan,-
2046,10663396,5556,4.29,2.210,23.899,nan,nan,nan,-
2049,9649706,6052,4.44,1.350,1.569,nan,nan,nan,-
2051,7265298,5929,4.45,1.590,11.032,nan,nan,nan,-
2053,2307415,6080,4.34,1.450,4.613,nan,nan,nan,-
2055,3128552,5530,4.67,1.940,8.679,nan,nan,nan,-
